sku	title	brand_sku	brand	model	type	color	diameter	pn	pcd	pcd2	et	centerbore	sale	price	price_retail	photo_url	amount_total	amount_local	amount shopId 1	amount shopId 4	amount shopId 7	amount shopId 8	amount shopId 9	amount shopId 10	amount shopId 12	amount shopId 13	amount shopId 14	amount shopId 15	amount shopId 16	amount shopId 17	amount shopId 19	amount shopId 20	amount shopId 21	amount shopId 22	amount shopId 23	amount shopId 24	amount shopId 25	amount shopId 26	amount shopId 30	amount shopId 33	amount shopId 35	amount shopId 36	amount shopId 37	amount shopId 635	amount shopId 667	amount shopId 669	amount shopId 671	amount shopId 678	amount shopId 712	amount shopId 714	amount shopId 716	amount shopId 718	amount shopId 719	amount shopId 722	amount shopId 723	amount shopId 3012
1000181	Скад Акита 15 / 6.0J PCD 4x100.0 ET 50.00 ЦО 60.10 Литой / Графитовый	2880427	Скад	Акита	Литой / Графитовый	Grap	15 / 6.0J	4	100.0	0.0	50.00	60.10	0	5470	6100	https://www.shinservice.ru/catalog/disk/skad/Акита.grap.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
1000201	Скад Осака 15 / 6.0J PCD 4x100.0 ET 46.00 ЦО 54.10 Литой / Графитовый	3270427	Скад	Осака	Литой / Графитовый	Grap	15 / 6.0J	4	100.0	0.0	46.00	54.10	0	5470	6100	https://www.shinservice.ru/catalog/disk/skad/Осака.grap.jpg	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
1000203	Скад Осака 15 / 6.0J PCD 4x100.0 ET 50.00 ЦО 60.10 Литой / Графитовый	3270627	Скад	Осака	Литой / Графитовый	Grap	15 / 6.0J	4	100.0	0.0	50.00	60.10	0	5470	6100	https://www.shinservice.ru/catalog/disk/skad/Осака.grap.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
1000221	Скад Сити 15 / 6.0J PCD 5x100.0 ET 38.00 ЦО 67.10 Литой / Черный с полированной лицевой поверхностью	1302305	Скад	Сити	Литой / Черный с полированной лицевой поверхностью	BFP	15 / 6.0J	5	100.0	0.0	38.00	67.10	0	5770	6430	https://www.shinservice.ru/catalog/disk/skad/Сити.bfp.jpg	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	4	0	0	0
1000225	Скад Тор 15 / 6.5J PCD 5x139.7 ET 40.00 ЦО 98.50 Литой / Черный матовый с полированной лицевой поверхностью	1790026	Скад	Тор	Литой / Черный матовый с полированной лицевой поверхностью	MBFP	15 / 6.5J	5	139.7	0.0	40.00	98.50	0	5360	5970	https://www.shinservice.ru/catalog/disk/skad/Тор.mbfp.jpg	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
1000232	Скад Тулон 15 / 6.0J PCD 4x100.0 ET 46.00 ЦО 54.10 Литой / Черный с полированной лицевой поверхностью	2031205	Скад	Тулон	Литой / Черный с полированной лицевой поверхностью	BFP	15 / 6.0J	4	100.0	0.0	46.00	54.10	0	5770	6430	https://www.shinservice.ru/catalog/disk/skad/Тулон.bfp.jpg	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000237	Скад Le Mans 16 / 7.0J PCD 4x100.0 ET 38.00 ЦО 67.10 Литой / Насыщенный серебристый	2040108	Скад	Le Mans	Литой / Насыщенный серебристый	HS	16 / 7.0J	4	100.0	0.0	38.00	67.10	0	6220	6930	https://www.shinservice.ru/catalog/disk/skad/Le_Mans.hs.jpg	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000255	Скад Адмирал 16 / 6.5J PCD 5x114.3 ET 50.00 ЦО 66.10 Литой / Насыщенный серебристый	1581608	Скад	Адмирал	Литой / Насыщенный серебристый	HS	16 / 6.5J	5	114.3	0.0	50.00	66.10	0	6220	6930	https://www.shinservice.ru/catalog/disk/skad/Адмирал.hs.jpg	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000286	Скад Вихрь 16 / 7.0J PCD 5x139.7 ET 40.00 ЦО 98.50 Литой / Черный с полированной лицевой поверхностью	1400005	Скад	Вихрь	Литой / Черный с полированной лицевой поверхностью	BFP	16 / 7.0J	5	139.7	0.0	40.00	98.50	0	5760	6410	https://www.shinservice.ru/catalog/disk/skad/Вихрь.bfp.jpg	11	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3
1000287	Скад Вихрь 16 / 7.0J PCD 5x139.7 ET 40.00 ЦО 98.50 Литой / Графитовый	1400027	Скад	Вихрь	Литой / Графитовый	Grap	16 / 7.0J	5	139.7	0.0	40.00	98.50	0	5470	6100	https://www.shinservice.ru/catalog/disk/skad/Вихрь.grap.jpg	16	16	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	4
1000293	Скад Милан 16 / 6.5J PCD 5x114.3 ET 38.00 ЦО 67.10 Литой / Графитовый	2130127	Скад	Милан	Литой / Графитовый	Grap	16 / 6.5J	5	114.3	0.0	38.00	67.10	0	6220	6930	https://www.shinservice.ru/catalog/disk/skad/Милан.grap.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1000296	Скад Нагано 16 / 6.5J PCD 5x100.0 ET 43.00 ЦО 57.10 Литой / Насыщенный серебристый	2060308	Скад	Нагано	Литой / Насыщенный серебристый	HS	16 / 6.5J	5	100.0	0.0	43.00	57.10	0	6220	6930	https://www.shinservice.ru/catalog/disk/skad/Нагано.hs.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
1000298	Скад Нагано 16 / 6.5J PCD 5x112.0 ET 38.00 ЦО 66.60 Литой / Насыщенный серебристый	2060008	Скад	Нагано	Литой / Насыщенный серебристый	HS	16 / 6.5J	5	112.0	0.0	38.00	66.60	0	6220	6930	https://www.shinservice.ru/catalog/disk/skad/Нагано.hs.jpg	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000308	Скад Нагоя 16 / 6.0J PCD 4x100.0 ET 41.00 ЦО 60.10 Литой / Черный с полированной лицевой поверхностью	3190005	Скад	Нагоя	Литой / Черный с полированной лицевой поверхностью	BFP	16 / 6.0J	4	100.0	0.0	41.00	60.10	0	6540	7290	https://www.shinservice.ru/catalog/disk/skad/Нагоя.bfp.jpg	8	8	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000310	Скад Нагоя 16 / 6.0J PCD 4x100.0 ET 50.00 ЦО 60.10 Литой / Черный с полированной лицевой поверхностью	3190505	Скад	Нагоя	Литой / Черный с полированной лицевой поверхностью	BFP	16 / 6.0J	4	100.0	0.0	50.00	60.10	0	6540	7290	https://www.shinservice.ru/catalog/disk/skad/Нагоя.bfp.jpg	20	20	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
1000312	Скад Рейнджер 16 / 7.0J PCD 5x139.7 ET 35.00 ЦО 109.70 Литой / Черный матовый	1880525	Скад	Рейнджер	Литой / Черный матовый	MB	16 / 7.0J	5	139.7	0.0	35.00	109.70	0	6540	7290	https://www.shinservice.ru/catalog/disk/skad/Рейнджер.mb.jpg	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0
1000318	Скад Драйв 16 / 6.5J PCD 5x112.0 ET 45.00 ЦО 66.60 Литой / Насыщенный серебристый	1211108	Скад	Драйв	Литой / Насыщенный серебристый	HS	16 / 6.5J	5	112.0	0.0	45.00	66.60	0	6220	6930	https://www.shinservice.ru/catalog/disk/skad/Драйв.hs.jpg	8	8	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000328	Скад Сидней 16 / 6.0J PCD 4x100.0 ET 50.00 ЦО 60.10 Литой / Черный матовый	3150525	Скад	Сидней	Литой / Черный матовый	MB	16 / 6.0J	4	100.0	0.0	50.00	60.10	0	6220	6930	https://www.shinservice.ru/catalog/disk/skad/Сидней.mb.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1000330	Скад Сидней 16 / 6.0J PCD 5x114.3 ET 51.00 ЦО 67.10 Литой / Насыщенный серебристый	3150608	Скад	Сидней	Литой / Насыщенный серебристый	HS	16 / 6.0J	5	114.3	0.0	51.00	67.10	0	6220	6930	https://www.shinservice.ru/catalog/disk/skad/Сидней.hs.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000340	Скад Сиена 16 / 6.5J PCD 5x114.3 ET 50.00 ЦО 66.10 Литой / Насыщенный серебристый	3311008	Скад	Сиена	Литой / Насыщенный серебристый	HS	16 / 6.5J	5	114.3	0.0	50.00	66.10	0	6220	6930	https://www.shinservice.ru/catalog/disk/skad/Сиена.hs.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1000341	Скад Сиена 16 / 6.5J PCD 5x114.3 ET 50.00 ЦО 67.10 Литой / Графитовый	3310927	Скад	Сиена	Литой / Графитовый	Grap	16 / 6.5J	5	114.3	0.0	50.00	67.10	0	6220	6930	https://www.shinservice.ru/catalog/disk/skad/Сиена.grap.jpg	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1000347	Скад Титан 16 / 7.0J PCD 5x139.7 ET 35.00 ЦО 109.70 Литой / Черный матовый	1240125	Скад	Титан	Литой / Черный матовый	MB	16 / 7.0J	5	139.7	0.0	35.00	109.70	0	6540	7290	https://www.shinservice.ru/catalog/disk/skad/Титан.mb.jpg	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
1000376	Скад Брайтон 17 / 7.0J PCD 5x112.0 ET 40.00 ЦО 57.10 Литой / Черный с полированной лицевой поверхностью	3200205	Скад	Брайтон	Литой / Черный с полированной лицевой поверхностью	BFP	17 / 7.0J	5	112.0	0.0	40.00	57.10	0	7850	8740	https://www.shinservice.ru/catalog/disk/skad/Брайтон.bfp.jpg	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	4	0	0	0
1000382	Скад Брайтон 17 / 7.0J PCD 5x114.3 ET 48.50 ЦО 67.10 Литой / Черный с полированной лицевой поверхностью	3201305	Скад	Брайтон	Литой / Черный с полированной лицевой поверхностью	BFP	17 / 7.0J	5	114.3	0.0	48.50	67.10	0	7850	8740	https://www.shinservice.ru/catalog/disk/skad/Брайтон.bfp.jpg	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	4	0	0	0
1000383	Скад Брайтон 17 / 7.0J PCD 5x114.3 ET 50.00 ЦО 67.10 Литой / Черный с полированной лицевой поверхностью	3201605	Скад	Брайтон	Литой / Черный с полированной лицевой поверхностью	BFP	17 / 7.0J	5	114.3	0.0	50.00	67.10	0	7850	8740	https://www.shinservice.ru/catalog/disk/skad/Брайтон.bfp.jpg	12	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0
1000384	Скад Брайтон 17 / 7.0J PCD 5x114.3 ET 51.00 ЦО 67.10 Литой / Черный с полированной лицевой поверхностью	3201705	Скад	Брайтон	Литой / Черный с полированной лицевой поверхностью	BFP	17 / 7.0J	5	114.3	0.0	51.00	67.10	0	7850	8740	https://www.shinservice.ru/catalog/disk/skad/Брайтон.bfp.jpg	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	4	0	0	0	0
1000400	Скад Дубай 17 / 6.5J PCD 5x114.3 ET 45.00 ЦО 67.10 Литой / Насыщенный серебристый	3250608	Скад	Дубай	Литой / Насыщенный серебристый	HS	17 / 6.5J	5	114.3	0.0	45.00	67.10	0	7500	8360	https://www.shinservice.ru/catalog/disk/skad/Дубай.hs.jpg	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0
1000447	Скад Онтарио 17 / 7.0J PCD 5x114.3 ET 48.00 ЦО 67.10 Литой / Черный с полированной лицевой поверхностью	1821905	Скад	Онтарио	Литой / Черный с полированной лицевой поверхностью	BFP	17 / 7.0J	5	114.3	0.0	48.00	67.10	0	7850	8740	https://www.shinservice.ru/catalog/disk/skad/Онтарио.bfp.jpg	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0
1000458	Скад Турин 17 / 7.0J PCD 5x112.0 ET 40.00 ЦО 57.10 Литой / Черный с полированной лицевой поверхностью	2191305	Скад	Турин	Литой / Черный с полированной лицевой поверхностью	BFP	17 / 7.0J	5	112.0	0.0	40.00	57.10	0	7850	8740	https://www.shinservice.ru/catalog/disk/skad/Турин.bfp.jpg	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	4	0	0	0	0	4	0	0	0
1000459	Скад Турин 17 / 7.0J PCD 5x112.0 ET 40.00 ЦО 57.10 Литой / Насыщенный серебристый	2191308	Скад	Турин	Литой / Насыщенный серебристый	HS	17 / 7.0J	5	112.0	0.0	40.00	57.10	0	7500	8360	https://www.shinservice.ru/catalog/disk/skad/Турин.hs.jpg	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
1000460	Скад Турин 17 / 7.0J PCD 5x114.3 ET 45.00 ЦО 66.10 Литой / Черный с полированной лицевой поверхностью	2190405	Скад	Турин	Литой / Черный с полированной лицевой поверхностью	BFP	17 / 7.0J	5	114.3	0.0	45.00	66.10	0	7850	8740	https://www.shinservice.ru/catalog/disk/skad/Турин.bfp.jpg	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0
1000464	Скад Эссен 17 / 7.0J PCD 5x100.0 ET 46.00 ЦО 56.10 Литой / Черный с полированной лицевой поверхностью	2850505	Скад	Эссен	Литой / Черный с полированной лицевой поверхностью	BFP	17 / 7.0J	5	100.0	0.0	46.00	56.10	0	7850	8740	https://www.shinservice.ru/catalog/disk/skad/Эссен.bfp.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000481	Скад Stiletto 18 / 8.0J PCD 5x114.3 ET 35.00 ЦО 60.10 Литой / Графитовый	1860927	Скад	Stiletto	Литой / Графитовый	Grap	18 / 8.0J	5	114.3	0.0	35.00	60.10	0	8490	9450	https://www.shinservice.ru/catalog/disk/skad/Stiletto.grap.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
1000487	Скад Валенсия 18 / 7.0J PCD 5x114.3 ET 50.00 ЦО 67.10 Литой / Графитовый	2941027	Скад	Валенсия	Литой / Графитовый	Grap	18 / 7.0J	5	114.3	0.0	50.00	67.10	0	8490	9450	https://www.shinservice.ru/catalog/disk/skad/Валенсия.grap.jpg	8	8	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000488	Скад Мюнхен 18 / 8.0J PCD 5x114.3 ET 35.00 ЦО 67.10 Литой / Черный с полированной лицевой поверхностью	2971005	Скад	Мюнхен	Литой / Черный с полированной лицевой поверхностью	BFP	18 / 8.0J	5	114.3	0.0	35.00	67.10	0	8840	9850	https://www.shinservice.ru/catalog/disk/skad/Мюнхен.bfp.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
1000491	Скад Мюнхен 18 / 8.0J PCD 5x114.3 ET 45.00 ЦО 67.10 Литой / Насыщенный серебристый	2971108	Скад	Мюнхен	Литой / Насыщенный серебристый	HS	18 / 8.0J	5	114.3	0.0	45.00	67.10	0	8490	9450	https://www.shinservice.ru/catalog/disk/skad/Мюнхен.hs.jpg	4	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000506	Скад KL-265 15 / 6.0J PCD 5x100.0 ET 38.00 ЦО 57.10 Литой / Черный матовый	2600025	Скад	KL-265	Литой / Черный матовый	MB	15 / 6.0J	5	100.0	0.0	38.00	57.10	0	5180	5770	https://www.shinservice.ru/catalog/disk/skad/KL-265.mb.jpg	20	20	4	0	0	0	0	0	0	0	0	8	4	0	4	4	0	0	4	0	8	0	0	1	0	0	8	4	8	0	0	4	0	4	0	0	8	0	4	0
1000507	Скад KL-271 16 / 6.5J PCD 5x114.3 ET 50.00 ЦО 66.10 Литой / Черный с полированной лицевой поверхностью	2620105	Скад	KL-271	Литой / Черный с полированной лицевой поверхностью	BFP	16 / 6.5J	5	114.3	0.0	50.00	66.10	0	6190	6890	https://www.shinservice.ru/catalog/disk/skad/KL-271.bfp.jpg	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
1000508	Скад KL-271 16 / 6.5J PCD 5x114.3 ET 50.00 ЦО 66.10 Литой / Насыщенный серебристый	2620108	Скад	KL-271	Литой / Насыщенный серебристый	HS	16 / 6.5J	5	114.3	0.0	50.00	66.10	0	5890	6560	https://www.shinservice.ru/catalog/disk/skad/KL-271.hs.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000509	Скад KL-322 17 / 7.0J PCD 5x114.3 ET 45.00 ЦО 66.10 Литой / Насыщенный серебристый	3360308	Скад	KL-322	Литой / Насыщенный серебристый	HS	17 / 7.0J	5	114.3	0.0	45.00	66.10	0	7740	8620	https://www.shinservice.ru/catalog/disk/skad/KL-322.hs.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000510	Скад KL-322 17 / 7.0J PCD 5x114.3 ET 45.00 ЦО 67.10 Литой / Черный с полированной лицевой поверхностью	3360405	Скад	KL-322	Литой / Черный с полированной лицевой поверхностью	BFP	17 / 7.0J	5	114.3	0.0	45.00	67.10	0	8090	9010	https://www.shinservice.ru/catalog/disk/skad/KL-322.bfp.jpg	20	20	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	4	4
1000512	Скад KL-293 18 / 7.0J PCD 5x114.3 ET 38.00 ЦО 67.10 Литой / Черный с полированной лицевой поверхностью	3000105	Скад	KL-293	Литой / Черный с полированной лицевой поверхностью	BFP	18 / 7.0J	5	114.3	0.0	38.00	67.10	0	9460	10540	https://www.shinservice.ru/catalog/disk/skad/KL-293.bfp.jpg	12	12	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
1000513	Скад KL-293 18 / 7.0J PCD 5x114.3 ET 40.00 ЦО 66.10 Литой / Черный с полированной лицевой поверхностью	3000205	Скад	KL-293	Литой / Черный с полированной лицевой поверхностью	BFP	18 / 7.0J	5	114.3	0.0	40.00	66.10	0	9460	10540	https://www.shinservice.ru/catalog/disk/skad/KL-293.bfp.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
1000514	Скад KL-293 18 / 7.0J PCD 5x114.3 ET 40.00 ЦО 67.10 Литой / Черный с полированной лицевой поверхностью	3000305	Скад	KL-293	Литой / Черный с полированной лицевой поверхностью	BFP	18 / 7.0J	5	114.3	0.0	40.00	67.10	0	9460	10540	https://www.shinservice.ru/catalog/disk/skad/KL-293.bfp.jpg	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	4	0
1000530	Скад Ламар 16 / 6.5J PCD 4x100.0 ET 37.00 ЦО 60.10 Литой / Черный с полированной лицевой поверхностью	3490105	Скад	Ламар	Литой / Черный с полированной лицевой поверхностью	BFP	16 / 6.5J	4	100.0	0.0	37.00	60.10	0	6540	7290	https://www.shinservice.ru/catalog/disk/skad/Ламар.bfp.jpg	20	20	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	4	4	0	4	0	0	0
1000534	Скад Ламар 16 / 6.5J PCD 4x98.0 ET 35.00 ЦО 58.50 Литой / Насыщенный серебристый	3490008	Скад	Ламар	Литой / Насыщенный серебристый	HS	16 / 6.5J	4	98.0	0.0	35.00	58.50	0	6220	6930	https://www.shinservice.ru/catalog/disk/skad/Ламар.hs.jpg	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000536	Скад Ламар 16 / 6.5J PCD 4x108.0 ET 47.50 ЦО 63.35 Литой / Насыщенный серебристый	3490808	Скад	Ламар	Литой / Насыщенный серебристый	HS	16 / 6.5J	4	108.0	0.0	47.50	63.35	0	6220	6930	https://www.shinservice.ru/catalog/disk/skad/Ламар.hs.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000560	Скад Мицар 16 / 6.5J PCD 5x112.0 ET 38.00 ЦО 67.10 Литой / Насыщенный серебристый	0350408	Скад	Мицар	Литой / Насыщенный серебристый	HS	16 / 6.5J	5	112.0	0.0	38.00	67.10	0	6220	6930	https://www.shinservice.ru/catalog/disk/skad/Мицар.hs.jpg	8	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
1000564	Скад Скала 17 / 7.5J PCD 6x139.7 ET 25.00 ЦО 106.20 Литой / Черный матовый	0900225	Скад	Скала	Литой / Черный матовый	MB	17 / 7.5J	6	139.7	0.0	25.00	106.20	0	7500	8360	https://www.shinservice.ru/catalog/disk/skad/Скала.mb.jpg	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0
1000566	Скад Скала 17 / 7.5J PCD 6x139.7 ET 30.00 ЦО 106.20 Литой / Графитовый	0900027	Скад	Скала	Литой / Графитовый	Grap	17 / 7.5J	6	139.7	0.0	30.00	106.20	0	7500	8360	https://www.shinservice.ru/catalog/disk/skad/Скала.grap.jpg	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	4	0	0	0
1000567	Скад Скала 17 / 7.5J PCD 6x139.7 ET 30.00 ЦО 106.20 Литой / Насыщенный серебристый	0900008	Скад	Скала	Литой / Насыщенный серебристый	HS	17 / 7.5J	6	139.7	0.0	30.00	106.20	0	7500	8360	https://www.shinservice.ru/catalog/disk/skad/Скала.hs.jpg	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0
1000834	КиК Андорра-Оригинал 16 / 6.5J PCD 5x112.0 ET 46.00 ЦО 57.10 Литой / Черный с полированной лицевой поверхностью	r34570	КиК	Андорра-Оригинал	Литой / Черный с полированной лицевой поверхностью	BFP	16 / 6.5J	5	112.0	0.0	46.00	57.10	0	6590	7340	https://www.shinservice.ru/catalog/disk/kik/Андорра-Оригинал.bfp.jpg	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
1000851	КиК R7 Рольф 17 / 7.5J PCD 6x139.7 ET 46.00 ЦО 92.50 Литой / Серебристый	1549	КиК	R7 Рольф	Литой / Серебристый	S	17 / 7.5J	6	139.7	0.0	46.00	92.50	0	7530	8380	https://www.shinservice.ru/catalog/disk/kik/R7_Рольф.s.jpg	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
1000852	КиК Ангара 15 / 6.5J PCD 5x139.7 ET 15.00 ЦО 108.10 Литой / Черный с полированной лицевой поверхностью	5735	КиК	Ангара	Литой / Черный с полированной лицевой поверхностью	BFP	15 / 6.5J	5	139.7	0.0	15.00	108.10	0	5460	6080	https://www.shinservice.ru/catalog/disk/kik/Ангара.bfp.jpg	7	7	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000969	КиК Сиеста 15 / 6.0J PCD 4x98.0 ET 40.00 ЦО 67.10 Литой / Антрацитовый	72435	КиК	Сиеста	Литой / Антрацитовый	HB	15 / 6.0J	4	98.0	0.0	40.00	67.10	0	5490	6110	https://www.shinservice.ru/catalog/disk/kik/Сиеста.hb.jpg	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
